,Applicant_Id,Job_Roles,Percentage,text
365,563,Tax consultant,68.0,"B.COM Accounting and Finance General Ledger Accounts,Financial Statements,Gaap,Payroll,CPA, Balance Sheet,Internal Audit,Financial Transactions, Real Estate Financial Analysis;Logistics Presentation Skills;Communication Skills"
366,565,Customer Profit Analyst,56.0,B.A Economics International Economics;International Trade Rules;Monetary Policy;RBI Regulations;Cost Analysis; Law News Gathering;Analytic Thinking
367,566,Control Systems Engineer,66.5,"B.TECH Electrical and Electronics Engineering Revit,Electrical Systems, Electrical Design,Construction Documents,Autocad,UL,Engineering Drawings,Schematics,Engineering Design,Navisworks,Electrical Drawings,PLC,Line Diagrams Blockchain ;Software;Information Technology Building Rapport;Critical Thinking"
368,567,Intern,74.0,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Building Rapport;Analytic Thinking"
369,568,Industrialization Engineer,77.0,"B.E Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Animation;Research;Designing; Work under Pressure;Active Listening"
370,571,"Design and Development Engineer, Electronic Systems",36.1,"B.TECH Electrical and Electronics Engineering Revit,Electrical Systems, Electrical Design,Construction Documents,Autocad,UL,Engineering Drawings,Schematics,Engineering Design,Navisworks,Electrical Drawings,PLC,Line Diagrams Blockchain ;Software;Information Technology Interpersonal Skills;Gathering Informing"
371,573,SAP Developer,70.3,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Problem Solving Skills;Analytic Thinking"
372,574,Research Scholar,68.4,"B.A History Archaeology;Journalism,Publishing,News Presentation,Teaching,Campaigning,Government Policies,Civil & Criminal Law Content Creation News Gathering;Gathering Informing"
373,576,CAE Engineer,89.0,"B.TECH Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Interior Design;Designing;Animation Risk Managing;Critical Thinking"
374,578,SQL/ETL Developer,88.0,"B.TECH Information Technology C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Work under Pressure;Accounting Skills"
375,582,Solutions Architect,78.0,"B.TECH Information Technology C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Wealth Management;Accounting Skills"
376,584,Reporter,62.25,"B.A Journalism Interviewing,Reporting,Ethics,Writing,Digital Journalism Skills,Investigative Reporting,Mobile Journalism Skills,Social Media,Video Journalism Skills,Mass Communication Content Creation Presentation Skills;Accounting Skills"
377,586,Diagnostic Engineer,78.85,"B.E Automobile Engineering Engineering Design,CAD, Engineering Drawings,Product Design,Electrical Systems,R,CAE(autocad/catia/ansys/proE/SeimensNX) Logistics; Embedded Design Logical Skills;Active Listening"
378,587,Digital Marketing Executive,59.85,"B.COM Marketing Company Website development,Product Development,Market Research,Networking,SEO,Email Campaigns,MS-Office,Sales Process,Analytics,Business Development Entrepreneurship;Financial Analysis News Gathering;Critical Thinking"
379,590,Payments Risk Analyst,66.5,"B.COM Accounting and Finance General Ledger Accounts,Financial Statements,Gaap,Payroll,CPA, Balance Sheet,Internal Audit,Financial Transactions, Real Estate Financial Analysis;Logistics Problem Solving Skills;Accounting Skills"
380,592,DevOps Engineer,68.0,"B.TECH Electrical and Electronics Engineering Revit,Electrical Systems, Electrical Design,Construction Documents,Autocad,UL,Engineering Drawings,Schematics,Engineering Design,Navisworks,Electrical Drawings,PLC,Line Diagrams Blockchain ;Software;Information Technology Logical Skills;Critical Thinking"
381,593,Policy Analyst,66.0,B.A Political Science Leadership Skills;Mass Communication;Government Policies;Law and Order;Administrative Skills;Communication Skills Law;Content Writing Work under Pressure;Critical Thinking
382,595,Pegasystems Developer,80.0,B.SC Computer Science AI;ML;Python;Java;SQL;Oracle;Programming;Tableau;Designing Skills Animation; Software Logical Skills;Gathering Informing
383,599,Test Engineer,64.6,"B.E Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Animation;Research;Designing; Leadership;Active Listening"
384,601,Appian Developer,80.75,B.SC Computer Science AI;ML;Python;Java;SQL;Oracle;Programming;Tableau;Designing Skills Animation; Software Problem Solving skills;Negotiation Skills
385,604,BIM Engineer,60.0,"B.TECH Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Interior Design;Designing;Animation Observation Skills;Negotiation Skills"
386,605,Data Scientist,62.0,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology News Gathering;Gathering Informing"
387,607,Full Stack Developer,71.0,B.SC Computer Science AI;ML;Python;Java;SQL;Oracle;Programming;Tableau;Designing Skills Animation; Software Work under Pressure;Accounting Skills
388,608,Investigative Journalist,71.72,"B.A Journalism Interviewing,Reporting,Ethics,Writing,Digital Journalism Skills,Investigative Reporting,Mobile Journalism Skills,Social Media,Video Journalism Skills,Mass Communication Content Creation Risk Managing;Gathering Informing"
389,609,Mechanical Engineer,74.76,"B.E Automobile Engineering Engineering Design,CAD, Engineering Drawings,Product Design,Electrical Systems,R,CAE(autocad/catia/ansys/proE/SeimensNX) Logistics; Embedded Design Risk Managing;Critical Thinking"
390,610,Probationary Officer,76.0,"B.B.A Finance Financial Models,Variance Analysis,Customer Service,Financial Performance,Data Analysis,Pivot Tables,Ad-Hoc Analysis,SQL, General Ledger Accounts,Gaap,ERP Financial Analysis;Blockchain Problem Solving Skills;Critical Thinking"
391,611,Database Administrator,64.0,"B.TECH Information Technology C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Risk Managing;Gathering Informing"
392,612,Software developer,86.45,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Work under Pressure;Gathering Informing"
393,613,Technician,70.62,"B.E Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Animation;Research;Designing; Work under Pressure;Analytic Thinking"
394,616,Data Engineer,65.55,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Wealth Management;Critical Thinking"
395,617,Network Support Engineer,68.4,"B.TECH Electrical and Electronics Engineering Revit,Electrical Systems, Electrical Design,Construction Documents,Autocad,UL,Engineering Drawings,Schematics,Engineering Design,Navisworks,Electrical Drawings,PLC,Line Diagrams Blockchain ;Software;Information Technology Wealth Management;Analytic Thinking"
396,618,Plant Engineer,78.18,"B.TECH Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Interior Design;Designing;Animation Risk Managing;Communication Skills"
397,619,Operations Assistant,56.0,"B.COM Computers E-Banking;E-Marketing;C/C++,Digital Marketing;Web Designing;RDMS;SEO;Tax Analysis;Web Technologies Information Technology Wealth Management;Accounting Skills"
398,621,Business Analyst,76.0,"B.COM Business Administration Business Development,Sales Process,Customer Service,CRM,Client Relationships,Cloud,Territory strategies,Account Management, Market Research,Value Proposition Social Media Marketing;Sales/Marketing Problem Solving skills;Communication Skills"
399,624,Rams Engineer,77.9,"B.TECH Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Interior Design;Designing;Animation Interpersonal Skills;Analytic Thinking"
400,626,Solutions Architect,87.4,"B.E Information Technology Database Management,Technical Support,C/C++,Linux,Troubleshooting,Active Directory,OS,User Accounts,Java;Cloud Computing;AWS Cyber Security;Information Technology;Blockchain Building Rapport;People Management"
401,628,Software Engineer,76.95,"B.TECH Electrical and Electronics Engineering Revit,Electrical Systems, Electrical Design,Construction Documents,Autocad,UL,Engineering Drawings,Schematics,Engineering Design,Navisworks,Electrical Drawings,PLC,Line Diagrams Blockchain ;Software;Information Technology News Gathering;Critical Thinking"
402,629,IT Engineer,76.0,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Observation Skills;Critical Thinking"
403,630,Plant Engineer,55.0,"B.E Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Animation;Research;Designing; Building Rapport;Communication Skills"
404,632,Synthetic Organic Chemist,82.74,B.TECH Biotechnology Polymerase Chain Reaction (PCR);Molecular Biology;Life Sciences;Molecular Biology protein purification;protein chemistry;Protein Assays;Protein Electrophoresis;Protein Chromatography;Western Blotting;Protein Structure Prediction;Protein Kinases;Protein structure;protein characterization;protein engineering Biotechnology Risk Managing;Critical Thinking
405,635,Automobile Engineer,77.9,"B.TECH Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Interior Design;Designing;Animation Risk Managing;Gathering Informing"
406,637,Data Scientist,73.91,"B.TECH Electrical and Electronics Engineering Revit,Electrical Systems, Electrical Design,Construction Documents,Autocad,UL,Engineering Drawings,Schematics,Engineering Design,Navisworks,Electrical Drawings,PLC,Line Diagrams Blockchain ;Software;Information Technology Building Rapport;Active Listening"
407,638,CAE Engineer,80.75,"B.E Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Animation;Research;Designing; News Gathering;Negotiation Skills"
408,641,Mechanical Design Engineer,84.0,"B.TECH Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Interior Design;Designing;Animation Team work;People Management"
409,642,Optimizations Engineer,76.0,B.TECH Electronics and Telecommunications Engineering Information Security;Cyber Threat Intelligence (CTI);ITIL;Server Administration;Network Security;Sumologic;Crowdstrike Falcon;Active Directory;CiscoASA;ShavlikArcSight;Cisco Firewall Security; Blockchain ;Software;Information Technology Work under Pressure;Negotiation Skills
410,643,Analytics-Editor,74.1,"B.SC Mathematics Maple,Matlab,Excel,Mathematical Reasoning,Mathematical Modeling Teaching;Data Analysis Building Rapport;Communication Skills"
411,644,Quality Analyst,71.82,"B.TECH Electrical and Electronics Engineering Revit,Electrical Systems, Electrical Design,Construction Documents,Autocad,UL,Engineering Drawings,Schematics,Engineering Design,Navisworks,Electrical Drawings,PLC,Line Diagrams Blockchain ;Software;Information Technology Risk Managing;Analytic Thinking"
412,646,Electrical Developer,82.46,"B.E Electrical and Electronics Engineering Revit,Electrical Systems, Electrical Design,Construction Documents,Autocad,UL,Engineering Drawings,Schematics,Engineering Design,Navisworks,Electrical Drawings,PLC,Line Diagrams Cyber Security;Information Technology;Blockchain Problem Solving skills;Communication Skills"
413,648,Workforce Management Associate,73.15,"B.COM Business Administration Business Development,Sales Process,Customer Service,CRM,Client Relationships,Cloud,Territory strategies,Account Management, Market Research,Value Proposition Social Media Marketing;Sales/Marketing Interpersonal Skills;Accounting Skills"
414,651,Mechanical Design Engineer,88.0,"B.TECH Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Interior Design;Designing;Animation Building Rapport;Negotiation Skills"
415,652,Data Scientist-Plant Biotechnology,73.0,B.TECH Biotechnology Polymerase Chain Reaction (PCR);Molecular Biology;Life Sciences;Molecular Biology protein purification;protein chemistry;Protein Assays;Protein Electrophoresis;Protein Chromatography;Western Blotting;Protein Structure Prediction;Protein Kinases;Protein structure;protein characterization;protein engineering Biotechnology Problem Solving skills;People Management
416,654,SAP Developer,74.0,B.TECH Electronics and Telecommunications Engineering Information Security;Cyber Threat Intelligence (CTI);ITIL;Server Administration;Network Security;Sumologic;Crowdstrike Falcon;Active Directory;CiscoASA;ShavlikArcSight;Cisco Firewall Security; Blockchain ;Software;Information Technology Wealth Management;Communication Skills
417,655,Metallurgical Engineer,79.99,"B.TECH Chemical Engineering Reservoir Characterization,Petrel,AFE,Economic Analysis, BLM, Aries,Production Operations,Cost Estimates Biotechnology Risk Managing;Active Listening"
418,659,Security Engineer,63.65,B.TECH Electronics and Telecommunications Engineering Information Security;Cyber Threat Intelligence (CTI);ITIL;Server Administration;Network Security;Sumologic;Crowdstrike Falcon;Active Directory;CiscoASA;ShavlikArcSight;Cisco Firewall Security; Blockchain ;Software;Information Technology Problem Solving Skills;Gathering Informing
419,664,Professor,64.6,B.SC Physics Mathematical Concepts;Research;Teaching;Technical Reports;Mathematical Modeling;Calculus;Algebra;Teaching;Astronomy Data Science;Data Analysis;Research Presentation Skills;Analytic Thinking
420,666,Auditor ,56.0,"B.B.A Finance Financial Models,Variance Analysis,Customer Service,Financial Performance,Data Analysis,Pivot Tables,Ad-Hoc Analysis,SQL, General Ledger Accounts,ERP Financial Analysis;Blockchain Problem Solving Skills;Gathering Informing"
421,668,Simulation Engineer,74.0,"B.TECH Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Interior Design;Designing;Animation Leadership;People Management"
422,669,Tax Consultant,80.0,"B.COM Finance Financial Models,Variance Analysis,Customer Service,Financial Performance,Data Analysis,Pivot Tables,Ad-Hoc Analysis,SQL, General Ledger Accounts,Gaap,ERP Entrepreneurship;Financial Analysis Risk Managing;Critical Thinking"
423,670,Web Developer,75.81,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Team work;Negotiation Skills"
424,675,QA Analyst,82.27,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Presentation Skills;Critical Thinking"
425,676,Electronics Research Engineer,77.9,"B.TECH Electrical and Electronics Engineering Revit,Electrical Systems, Electrical Design,Construction Documents,Autocad,UL,Engineering Drawings,Schematics,Engineering Design,Navisworks,Electrical Drawings,PLC,Line Diagrams Blockchain ;Software;Information Technology Leadership;Communication Skills"
426,677,Full Stack Developer,79.8,"B.E Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Entrepreneurship;Cloud computing Interpersonal Skills;Communication Skills"
427,678,Sales Force Developer,84.55,"B.E Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Entrepreneurship;Cloud computing Team work;Analytic Thinking"
428,679,Career Counsellor,70.0,B.A Psychology Communication;Patience;Ethics;Customer Service;Problem-Solving;Emotional Stability;Compassion;Listening Research News Gathering;Analytic Thinking
429,680,React.Js Developer,66.5,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Risk Managing;Active Listening"
430,683,React Native Developer,67.0,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology News Gathering;Accounting Skills"
431,686,Technician,78.85,"B.TECH Electrical and Electronics Engineering Revit,Electrical Systems, Electrical Design,Construction Documents,Autocad,UL,Engineering Drawings,Schematics,Engineering Design,Navisworks,Electrical Drawings,PLC,Line Diagrams Blockchain ;Software;Information Technology Presentation Skills;Active Listening"
432,688,Business Technology Assistant,75.0,"B.COM Computers E-Banking;E-Marketing;C/C++,Digital Marketing;Web Designing;RDMS;SEO;Tax Analysis;Web Technologies Information Technology Observation Skills;Gathering Informing"
433,691,Systems Integration Associate,79.7,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Leadership;Analytic Thinking"
434,693,Technician,61.75,"B.TECH Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Interior Design;Designing;Animation Risk Managing;Negotiation Skills"
435,694,IT Engineer,76.0,B.TECH Electronics and Telecommunications Engineering Information Security;Cyber Threat Intelligence (CTI);ITIL;Server Administration;Network Security;Sumologic;Crowdstrike Falcon;Active Directory;CiscoASA;ShavlikArcSight;Cisco Firewall Security; Blockchain ;Software;Information Technology Wealth Management;Gathering Informing
436,696,QA Analyst,78.85,B.TECH Electronics and Telecommunications Engineering Information Security;Cyber Threat Intelligence (CTI);ITIL;Server Administration;Network Security;Sumologic;Crowdstrike Falcon;Active Directory;CiscoASA;ShavlikArcSight;Cisco Firewall Security; Blockchain ;Software;Information Technology Observation Skills;Analytic Thinking
437,699,Chief Technical Officers,85.5,"B.TECH Electrical and Electronics Engineering Revit,Electrical Systems, Electrical Design,Construction Documents,Autocad,UL,Engineering Drawings,Schematics,Engineering Design,Navisworks,Electrical Drawings,PLC,Line Diagrams Blockchain ;Software;Information Technology Problem Solving skills;Communication Skills"
438,700,Associate consultant,70.0,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Presentation Skills;Communication Skills"
439,703,React.Js Developer,75.05,B.TECH Electronics and Telecommunications Engineering Information Security;Cyber Threat Intelligence (CTI);ITIL;Server Administration;Network Security;Sumologic;Crowdstrike Falcon;Active Directory;CiscoASA;ShavlikArcSight;Cisco Firewall Security; Blockchain ;Software;Information Technology Risk Managing;Accounting Skills
440,704,Trainee and associates,60.0,"B.TECH Electrical and Electronics Engineering Revit,Electrical Systems, Electrical Design,Construction Documents,Autocad,UL,Engineering Drawings,Schematics,Engineering Design,Navisworks,Electrical Drawings,PLC,Line Diagrams Blockchain ;Software;Information Technology Work under Pressure;Accounting Skills"
441,706,2D/3D Designer,71.25,B.SC Animation & Visual Effects 2D/3D Animation;Graphic Design;Maya; Character Design;Photoshop;Art Direction;CG;VFX; Content Creation;Designing Leadership;Gathering Informing
442,707,Transactions Analyst,70.0,"B.COM Accounting and Finance General Ledger Accounts,Financial Statements,Gaap,Payroll,CPA, Balance Sheet,Internal Audit,Financial Transactions, Real Estate Financial Analysis;Logistics Work under Pressure;People Management"
443,709,Research Analyst,88.0,B.Pharmacy pharm D Life sciences; Pharmacovigilance;pharmacology; GMP; Pharmaceutics; Drug Discovery; Clinical Trials; Pharmacokinetics; Clinical Research; High-Performance Liquid Chromatography (HPLC); GCP;GLP; Research Building Rapport;Critical Thinking
444,712,Water Engineer,70.3,"B.TECH Civil Engineering Revit, Structural Analysis, BIM,Navisworks,Engineering Design,Engineering Drawings,Tekla,AUTOCAD, Solidworks,Civil 3D Designing;Construction;Interior Design Wealth Management;People Management"
445,713,Marine Engineer,66.88,"B.TECH Civil Engineering Revit, Structural Analysis, BIM,Navisworks,Engineering Design,Engineering Drawings,Tekla,AUTOCAD, Solidworks,Civil 3D Designing;Construction;Interior Design News Gathering;Negotiation Skills"
446,714,Power Engineer,73.43,"B.TECH Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Interior Design;Designing;Animation Problem Solving Skills;Accounting Skills"
447,715,Business Analyst,88.0,"B.SC Statistics Analytical research skills;Data Analysis;Machine Learning,Calculus;Spss;Hypothesis Data Science;Data Analysis;Research Logical Skills;Accounting Skills"
448,717,System Administrator,80.0,"B.C.A Programming Languages C++;Python;SQL;Java;DBMS,System design,Networking;HTML,XHTML,PHP,JAVA Script ASP. net  Software;Web Designing;Animation Building Rapport;Accounting Skills"
449,720,ECE Engineering Consultant,85.5,"B.TECH Electrical and Electronics Engineering Revit,Electrical Systems, Electrical Design,Construction Documents,Autocad,UL,Engineering Drawings,Schematics,Engineering Design,Navisworks,Electrical Drawings,PLC,Line Diagrams Blockchain ;Software;Information Technology Presentation Skills;Accounting Skills"
450,721,GIS Associate,87.4,"B.E.  Civil Engineering Revit, Structural Analysis, BIM,Navisworks,Engineering Design,Engineering Drawings,Tekla,AUTOCAD, Solidworks,Civil 3D Construction;Designing Team work;Critical Thinking"
451,722,Lab Technician,74.19,B.TECH Biotechnology Polymerase Chain Reaction (PCR);Molecular Biology;Life Sciences;Molecular Biology protein purification;protein chemistry;Protein Assays;Protein Electrophoresis;Protein Chromatography;Western Blotting;Protein Structure Prediction;Protein Kinases;Protein structure;protein characterization;protein engineering Biotechnology Presentation Skills;People Management
452,723,Fire Engineer,77.9,"B.TECH Civil Engineering Revit, Structural Analysis, BIM,Navisworks,Engineering Design,Engineering Drawings,Tekla,AUTOCAD, Solidworks,Civil 3D Designing;Construction;Interior Design Problem Solving skills;Active Listening"
453,724,Computer Scientist,77.9,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Team work;Critical Thinking"
454,729,Social Worker,74.86,B.A Psychology Communication;Patience;Ethics;Customer Service;Problem-Solving;Emotional Stability;Compassion;Listening Research Work under Pressure;Accounting Skills
455,731,Solutions Architect,84.55,"B.E Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Entrepreneurship;Cloud computing Team work;People Management"
456,737,Machine Operator,73.5,"B.TECH Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Interior Design;Designing;Animation Interpersonal Skills;People Management"
457,739,React Native Developer,67.0,B.TECH Electronics and Telecommunications Engineering Information Security;Cyber Threat Intelligence (CTI);ITIL;Server Administration;Network Security;Sumologic;Crowdstrike Falcon;Active Directory;CiscoASA;ShavlikArcSight;Cisco Firewall Security; Blockchain ;Software;Information Technology Risk Managing;Negotiation Skills
458,740,Feature Writer,49.0,"B.A Journalism Interviewing,Reporting,Ethics,Writing,Digital Journalism Skills,Investigative Reporting,Mobile Journalism Skills,Social Media,Video Journalism Skills,Mass Communication Content Creation Wealth Management;Communication Skills"
459,741,Machine Operator,58.9,"B.E Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Animation;Research;Designing; Team work;Active Listening"
460,743,Cloud Architect,89.3,"B.E Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Entrepreneurship;Cloud computing Logical Skills;Active Listening"
461,744,Data Analyst,78.85,"B.TECH Electrical and Electronics Engineering Revit,Electrical Systems, Electrical Design,Construction Documents,Autocad,UL,Engineering Drawings,Schematics,Engineering Design,Navisworks,Electrical Drawings,PLC,Line Diagrams Blockchain ;Software;Information Technology Risk Managing;Critical Thinking"
462,745,Tech Support and Repair,80.08,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Presentation Skills;Analytic Thinking"
463,746,Screen Writer,78.0,"B.A Journalism Interviewing,Reporting,Ethics,Writing,Digital Journalism Skills,Investigative Reporting,Mobile Journalism Skills,Social Media,Video Journalism Skills,Mass Communication Content Creation News Gathering;Active Listening"
464,749,Field Test Engineer,66.59,B.TECH Electronics and Telecommunications Engineering Information Security;Cyber Threat Intelligence (CTI);ITIL;Server Administration;Network Security;Sumologic;Crowdstrike Falcon;Active Directory;CiscoASA;ShavlikArcSight;Cisco Firewall Security; Blockchain ;Software;Information Technology Building Rapport;Negotiation Skills
465,750,IT Professional,81.7,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Leadership;Gathering Informing"
466,751,Clerk,70.0,"B.B.A Finance Financial Models,Variance Analysis,Customer Service,Financial Performance,Data Analysis,Pivot Tables,Ad-Hoc Analysis,SQL, General Ledger Accounts,Gaap,ERP Financial Analysis;Blockchain Building Rapport;Gathering Informing"
